date;name;open;high;low;close;cod_yfinance
1993-04-27;Ibovespa;24.799999237060547;25.399999618530273;24.5;24.5;^BVSP
1993-04-28;Ibovespa;24.5;24.600000381469727;23.700000762939453;24.299999237060547;^BVSP
1993-04-29;Ibovespa;24.299999237060547;24.799999237060547;23.700000762939453;23.700000762939453;^BVSP
1993-04-30;Ibovespa;23.700000762939453;24.200000762939453;23.700000762939453;24.100000381469727;^BVSP
1993-05-03;Ibovespa;24.100000381469727;24.399999618530273;23.799999237060547;24.100000381469727;^BVSP
1993-05-04;Ibovespa;24.100000381469727;25.0;24.100000381469727;24.899999618530273;^BVSP
1993-05-05;Ibovespa;24.899999618530273;24.899999618530273;24.299999237060547;24.600000381469727;^BVSP
1993-05-06;Ibovespa;24.600000381469727;25.700000762939453;24.600000381469727;25.600000381469727;^BVSP
1993-05-07;Ibovespa;25.600000381469727;26.100000381469727;25.5;25.799999237060547;^BVSP
1993-05-10;Ibovespa;25.799999237060547;25.799999237060547;25.100000381469727;25.200000762939453;^BVSP
1993-05-11;Ibovespa;25.200000762939453;26.299999237060547;25.100000381469727;26.299999237060547;^BVSP
1993-05-12;Ibovespa;26.299999237060547;27.100000381469727;26.200000762939453;26.700000762939453;^BVSP
1993-05-13;Ibovespa;26.700000762939453;27.600000381469727;26.700000762939453;27.399999618530273;^BVSP
1993-05-14;Ibovespa;27.399999618530273;27.899999618530273;27.399999618530273;27.799999237060547;^BVSP
1993-05-17;Ibovespa;27.799999237060547;29.299999237060547;27.700000762939453;29.299999237060547;^BVSP
1993-05-18;Ibovespa;29.299999237060547;30.0;29.299999237060547;29.5;^BVSP
1993-05-19;Ibovespa;29.5;30.299999237060547;29.5;29.899999618530273;^BVSP
1993-05-20;Ibovespa;29.899999618530273;32.099998474121094;29.899999618530273;32.0;^BVSP
1993-05-21;Ibovespa;32.0;33.5;31.700000762939453;33.20000076293945;^BVSP
1993-05-24;Ibovespa;33.20000076293945;34.29999923706055;33.20000076293945;33.79999923706055;^BVSP
1993-05-25;Ibovespa;33.79999923706055;34.5;33.79999923706055;34.400001525878906;^BVSP
1993-05-26;Ibovespa;34.400001525878906;35.599998474121094;34.400001525878906;35.0;^BVSP
1993-05-27;Ibovespa;35.0;35.099998474121094;34.70000076293945;34.79999923706055;^BVSP
1993-05-28;Ibovespa;34.900001525878906;34.900001525878906;34.900001525878906;34.900001525878906;^BVSP
1993-05-31;Ibovespa;34.900001525878906;34.900001525878906;34.900001525878906;34.900001525878906;^BVSP
1993-06-01;Ibovespa;35.400001525878906;37.20000076293945;35.400001525878906;37.20000076293945;^BVSP
1993-06-02;Ibovespa;37.79999923706055;39.599998474121094;37.79999923706055;39.29999923706055;^BVSP
1993-06-03;Ibovespa;39.5;40.900001525878906;38.79999923706055;40.79999923706055;^BVSP
1993-06-04;Ibovespa;41.099998474121094;42.0;40.5;41.20000076293945;^BVSP
1993-06-07;Ibovespa;41.0;43.29999923706055;41.0;42.20000076293945;^BVSP
1993-06-08;Ibovespa;42.400001525878906;43.0;42.0;42.20000076293945;^BVSP
1993-06-09;Ibovespa;42.20000076293945;42.29999923706055;41.20000076293945;41.5;^BVSP
1993-06-11;Ibovespa;44.599998474121094;44.900001525878906;44.599998474121094;44.900001525878906;^BVSP
1993-06-14;Ibovespa;44.900001525878906;46.0;44.5;45.20000076293945;^BVSP
1993-06-15;Ibovespa;45.20000076293945;47.599998474121094;45.20000076293945;45.900001525878906;^BVSP
1993-06-16;Ibovespa;45.900001525878906;49.400001525878906;45.900001525878906;49.400001525878906;^BVSP
1993-06-17;Ibovespa;49.400001525878906;53.099998474121094;44.400001525878906;47.099998474121094;^BVSP
1993-06-18;Ibovespa;47.099998474121094;49.099998474121094;46.5;47.400001525878906;^BVSP
1993-06-21;Ibovespa;47.400001525878906;48.900001525878906;47.099998474121094;47.900001525878906;^BVSP
1993-06-22;Ibovespa;47.900001525878906;49.599998474121094;47.29999923706055;49.5;^BVSP
1993-06-23;Ibovespa;49.5;51.29999923706055;48.099998474121094;48.099998474121094;^BVSP
1993-06-24;Ibovespa;48.099998474121094;49.29999923706055;47.70000076293945;48.70000076293945;^BVSP
1993-06-25;Ibovespa;48.70000076293945;52.20000076293945;48.70000076293945;52.20000076293945;^BVSP
1993-06-28;Ibovespa;52.20000076293945;54.79999923706055;51.0;53.599998474121094;^BVSP
1993-06-29;Ibovespa;53.599998474121094;54.599998474121094;52.70000076293945;52.900001525878906;^BVSP
1993-06-30;Ibovespa;52.900001525878906;54.20000076293945;52.900001525878906;53.70000076293945;^BVSP
1993-07-01;Ibovespa;53.70000076293945;55.099998474121094;52.099998474121094;52.29999923706055;^BVSP
1993-07-02;Ibovespa;52.29999923706055;53.599998474121094;51.70000076293945;52.29999923706055;^BVSP
1993-07-05;Ibovespa;53.900001525878906;54.900001525878906;53.79999923706055;54.900001525878906;^BVSP
1993-07-06;Ibovespa;55.29999923706055;56.70000076293945;55.29999923706055;56.099998474121094;^BVSP
1993-07-07;Ibovespa;56.099998474121094;57.599998474121094;56.099998474121094;57.5;^BVSP
1993-07-08;Ibovespa;57.5;58.0;56.400001525878906;57.099998474121094;^BVSP
1993-07-09;Ibovespa;57.099998474121094;58.79999923706055;57.099998474121094;58.79999923706055;^BVSP
1993-07-12;Ibovespa;58.79999923706055;60.599998474121094;58.79999923706055;59.70000076293945;^BVSP
1993-07-13;Ibovespa;59.70000076293945;60.5;59.29999923706055;60.400001525878906;^BVSP
1993-07-14;Ibovespa;60.400001525878906;60.400001525878906;57.79999923706055;58.0;^BVSP
1993-07-15;Ibovespa;58.0;58.79999923706055;56.79999923706055;57.099998474121094;^BVSP
1993-07-16;Ibovespa;57.099998474121094;58.599998474121094;56.5;58.29999923706055;^BVSP
1993-07-19;Ibovespa;58.29999923706055;59.29999923706055;58.29999923706055;59.20000076293945;^BVSP
1993-07-20;Ibovespa;59.20000076293945;62.29999923706055;59.20000076293945;62.29999923706055;^BVSP
1993-07-21;Ibovespa;62.29999923706055;63.20000076293945;62.20000076293945;62.29999923706055;^BVSP
1993-07-22;Ibovespa;62.29999923706055;62.29999923706055;60.599998474121094;61.70000076293945;^BVSP
1993-07-23;Ibovespa;61.70000076293945;64.30000305175781;61.70000076293945;63.5;^BVSP
1993-07-26;Ibovespa;63.5;63.70000076293945;61.5;61.79999923706055;^BVSP
1993-07-27;Ibovespa;61.79999923706055;62.29999923706055;61.099998474121094;62.099998474121094;^BVSP
1993-07-28;Ibovespa;62.099998474121094;64.4000015258789;62.099998474121094;63.79999923706055;^BVSP
1993-07-29;Ibovespa;63.79999923706055;66.30000305175781;63.79999923706055;66.0999984741211;^BVSP
1993-07-30;Ibovespa;66.0999984741211;67.4000015258789;65.5999984741211;65.5999984741211;^BVSP
1993-08-02;Ibovespa;65.5999984741211;65.69999694824219;62.400001525878906;62.70000076293945;^BVSP
1993-08-03;Ibovespa;62.70000076293945;63.400001525878906;61.70000076293945;62.599998474121094;^BVSP
1993-08-04;Ibovespa;62.599998474121094;64.30000305175781;61.599998474121094;61.79999923706055;^BVSP
1993-08-05;Ibovespa;61.79999923706055;63.099998474121094;60.599998474121094;62.70000076293945;^BVSP
1993-08-06;Ibovespa;62.70000076293945;64.5999984741211;62.70000076293945;64.19999694824219;^BVSP
1993-08-09;Ibovespa;64.19999694824219;65.80000305175781;63.70000076293945;64.30000305175781;^BVSP
1993-08-10;Ibovespa;64.30000305175781;67.5;64.30000305175781;67.5;^BVSP
1993-08-11;Ibovespa;67.5;70.0999984741211;67.5;69.9000015258789;^BVSP
1993-08-12;Ibovespa;69.9000015258789;74.4000015258789;69.9000015258789;74.0;^BVSP
1993-08-13;Ibovespa;74.0;75.0999984741211;72.69999694824219;72.69999694824219;^BVSP
1993-08-16;Ibovespa;72.69999694824219;77.80000305175781;72.69999694824219;77.30000305175781;^BVSP
